id_vaga,id_candidato,estado,modalidade,tipo_contratacao,nivel_profissional_vaga,nivel_ingles_vaga,nivel_espanhol_vaga,nivel_profissional_cand,nivel_ingles_cand,nivel_espanhol_cand,dias_ate_update
6130,29139.0,Ceará,None,"CLT Full, PJ/Autônomo",Sênior,Básico,Nenhum,None,Intermediário,Nenhum,1.0
6130,29005.0,Ceará,None,"CLT Full, PJ/Autônomo",Sênior,Básico,Nenhum,None,None,None,10.0
6130,28580.0,Ceará,None,"CLT Full, PJ/Autônomo",Sênior,Básico,Nenhum,None,None,None,0.0
6131,29961.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Avançado,Básico,2.0
6131,29213.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Intermediário,Básico,0.0
6131,29114.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Básico,Nenhum,0.0
6132,30057.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Intermediário,Intermediário,1.0
6132,30033.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Intermediário,Básico,0.0
6132,30032.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Básico,Básico,1.0
6132,28939.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Fluente,Básico,19.0
6132,28892.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6132,28858.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6132,28804.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Avançado,Básico,7.0
6132,28790.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,19.0
6132,28787.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,15.0
6132,28786.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Fluente,Básico,0.0
6132,24340.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6132,21969.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6133,29961.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Avançado,Básico,2.0
6134,28599.0,São Paulo,None,CLT Full,Pleno,Intermediário,Nenhum,None,None,None,0.0
6135,,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6136,,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6137,,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6138,28741.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,Básico,Básico,0.0
6138,27337.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,3.0
6138,25906.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,Intermediário,Nenhum,5.0
6138,19206.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,5.0
6138,14222.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6138,92.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6139,27927.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6139,20253.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6139,15606.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,1.0
6139,92.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6140,26646.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6140,13062.0,São Paulo,None,PJ/Autônomo,Sênior,Nenhum,Nenhum,None,None,None,0.0
6141,29466.0,São Paulo,None,CLT Full,Líder,Nenhum,Nenhum,None,Avançado,Básico,0.0
6142,29028.0,São Paulo,None,CLT Full,Pleno,Nenhum,Fluente,None,None,None,34.0
6142,12050.0,São Paulo,None,CLT Full,Pleno,Nenhum,Fluente,None,None,None,0.0
6143,,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6144,,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6145,28710.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6145,25908.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Intermediário,Nenhum,0.0
6145,23740.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6145,22147.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6146,19881.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6147,24289.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6148,19440.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,0.0
6149,28749.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,Fluente,Fluente,0.0
6149,15300.0,São Paulo,None,"PJ/Autônomo, CLT Full",Analista,Básico,Básico,None,None,None,3.0
6150,28590.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,7.0
6151,26146.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Avançado,Avançado,None,Básico,Nenhum,0.0
6152,26962.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6152,22997.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6152,12889.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6153,,São Paulo,None,CLT Full,Sênior,Básico,Nenhum,None,None,None,0.0
6154,29174.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Nenhum,None,0.0
6154,29172.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Básico,Nenhum,0.0
6154,29170.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Nenhum,Nenhum,0.0
6154,28917.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6154,28840.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6155,,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6156,,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Fluente,Fluente,None,None,None,0.0
6157,,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6158,27158.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,Intermediário,Básico,0.0
6158,14627.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,Avançado,Avançado,0.0
6158,14045.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6158,14039.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6159,29478.0,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Nenhum,None,None,None,0.0
6159,26084.0,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Nenhum,None,None,None,0.0
6159,7596.0,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Nenhum,None,None,None,0.0
6160,28667.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6160,28666.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6160,28665.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,0.0
6160,28536.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6160,28527.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6161,28642.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,Avançado,Básico,0.0
6161,28389.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6161,28192.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6161,27949.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6161,14863.0,São Paulo,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,Fluente,Nenhum,0.0
6162,13481.0,São Paulo,None,CLT Full,Analista,Fluente,Nenhum,None,None,None,0.0
6163,28734.0,Mato Grosso,None,CLT Full,Júnior,Nenhum,Nenhum,None,None,None,34.0
6164,12941.0,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Nenhum,None,None,None,4.0
6164,12669.0,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Nenhum,None,None,None,0.0
6165,29358.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6165,29000.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,Básico,Básico,0.0
6165,28919.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6165,28059.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6165,28008.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6165,28007.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6165,27687.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6166,28678.0,São Paulo,None,CLT Cotas,Pleno,Nenhum,Nenhum,None,None,None,0.0
6166,28677.0,São Paulo,None,CLT Cotas,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,0.0
6166,28675.0,São Paulo,None,CLT Cotas,Pleno,Nenhum,Nenhum,None,None,None,0.0
6166,28673.0,São Paulo,None,CLT Cotas,Pleno,Nenhum,Nenhum,None,Intermediário,Intermediário,0.0
6166,22695.0,São Paulo,None,CLT Cotas,Pleno,Nenhum,Nenhum,None,None,None,0.0
6167,27425.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,Avançado,Avançado,0.0
6167,8827.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6168,28705.0,São Paulo,None,CLT Full,Júnior,Nenhum,Nenhum,None,None,None,35.0
6168,28704.0,São Paulo,None,CLT Full,Júnior,Nenhum,Nenhum,None,None,None,2.0
6169,29788.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,28899.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,28852.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,28767.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,28090.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,Avançado,Básico,0.0
6169,27024.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,21588.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,Avançado,Nenhum,0.0
6169,14781.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6169,13916.0,São Paulo,None,Cooperado,Sênior,Fluente,Nenhum,None,None,None,0.0
6170,28878.0,Bahia,None,PJ/Autônomo,Sênior,Técnico,Nenhum,None,Intermediário,Nenhum,0.0
6170,28785.0,Bahia,None,PJ/Autônomo,Sênior,Técnico,Nenhum,None,Fluente,Nenhum,0.0
6170,28743.0,Bahia,None,PJ/Autônomo,Sênior,Técnico,Nenhum,None,Avançado,Básico,0.0
6171,27028.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Avançado,Básico,0.0
6171,19846.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Intermediário,Básico,0.0
6171,12769.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Básico,4.0
6172,,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6173,30323.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6173,29961.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Avançado,Básico,13.0
6173,29145.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6173,29143.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6173,29142.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Intermediário,Básico,0.0
6173,29070.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Nenhum,Nenhum,1.0
6174,28938.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Básico,Básico,0.0
6174,28703.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Fluente,Fluente,0.0
6174,22612.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6175,28752.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6175,28751.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6175,28732.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6175,28695.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,10.0
6176,28884.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,21.0
6176,28872.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6176,28752.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6176,28726.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6176,28708.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6176,28695.0,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,4.0
6177,28687.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Intermediário,Intermediário,0.0
6177,24951.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Básico,Básico,0.0
6177,2959.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Intermediário,Básico,0.0
6178,29875.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Intermediário,Básico,0.0
6178,29795.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29792.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29773.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29652.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Fluente,0.0
6178,29608.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29604.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Básico,Intermediário,7.0
6178,29596.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Intermediário,Nenhum,0.0
6178,29451.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Básico,0.0
6178,29422.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,2.0
6178,29415.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,16.0
6178,29408.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Básico,Nenhum,0.0
6178,29346.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,2.0
6178,29159.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,7.0
6178,29154.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,7.0
6178,29152.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29150.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,0.0
6178,29144.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,7.0
6178,29120.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,1.0
6178,29044.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Avançado,0.0
6178,29031.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Básico,0.0
6178,29012.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Básico,Básico,0.0
6178,28748.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Fluente,0.0
6178,28733.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,Avançado,Intermediário,8.0
6178,28731.0,São Paulo,None,Hunting,Pleno,Nenhum,Nenhum,None,None,None,8.0
6179,29957.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6179,29956.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6179,29832.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,4.0
6179,29213.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,Intermediário,Básico,0.0
6179,28841.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6180,,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6181,29972.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Avançado,Fluente,0.0
6182,,Minas Gerais,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6183,28746.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Avançado,Avançado,1.0
6183,28742.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Intermediário,Básico,1.0
6183,28735.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6183,2959.0,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,Intermediário,Básico,0.0
6184,28602.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6184,14409.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6185,5052.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6186,,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6187,28656.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,Básico,Básico,17.0
6188,7732.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6189,28428.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,17.0
6190,15393.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6191,29237.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6191,29185.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6191,4444.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Avançado,Básico,75.0
6192,30779.0,São Paulo,None,CLT Cotas,Sênior,Básico,Básico,None,Básico,Básico,0.0
6192,29959.0,São Paulo,None,CLT Cotas,Sênior,Básico,Básico,None,Intermediário,Intermediário,0.0
6192,29043.0,São Paulo,None,CLT Cotas,Sênior,Básico,Básico,None,None,None,0.0
6192,28736.0,São Paulo,None,CLT Cotas,Sênior,Básico,Básico,None,Avançado,Básico,76.0
6193,,São Paulo,None,PJ/Autônomo,Sênior,Avançado,Básico,None,None,None,0.0
6194,29358.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,29065.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,29023.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28919.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28913.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28867.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28811.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,1.0
6194,28799.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28798.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28797.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28795.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28788.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28779.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,1.0
6194,28777.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,1.0
6194,28756.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28617.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28183.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,28178.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,26920.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6194,26551.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Intermediário,Nenhum,0.0
6194,15186.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Nenhum,0.0
6195,28747.0,São Paulo,None,Cooperado,Sênior,Nenhum,Nenhum,None,None,None,0.0
6196,24023.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,15.0
6196,474.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6197,30391.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6197,29894.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6198,28814.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6198,19556.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6198,17383.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,0.0
6198,3185.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,Avançado,Avançado,0.0
6198,294.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Nenhum,None,None,None,1.0
6199,25838.0,Rio de Janeiro,None,CLT Full,Coordenador,Básico,Básico,None,None,None,0.0
6199,15732.0,Rio de Janeiro,None,CLT Full,Coordenador,Básico,Básico,None,None,None,0.0
6200,28738.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,16.0
6200,28578.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,16.0
6200,24333.0,São Paulo,None,CLT Full,Sênior,Nenhum,Nenhum,None,None,None,0.0
6201,,None,None,None,None,None,None,None,None,None,0.0
6202,30874.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Básico,0.0
6202,30811.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Intermediário,0.0
6202,30390.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6202,29172.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Nenhum,0.0
6202,28816.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,5.0
6202,28781.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Básico,Nenhum,77.0
6202,28778.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Avançado,Intermediário,65.0
6202,28754.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,None,None,0.0
6202,28187.0,São Paulo,None,PJ/Autônomo,Sênior,Básico,Básico,None,Nenhum,Nenhum,0.0
6203,28753.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6203,24550.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6204,30100.0,Minas Gerais,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6204,28800.0,Minas Gerais,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6204,21468.0,Minas Gerais,None,PJ/Autônomo,Pleno,Nenhum,Nenhum,None,None,None,0.0
6205,,São Paulo,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6206,27429.0,São Paulo,None,CLT Full,Analista,Intermediário,Nenhum,None,None,None,0.0
6206,27421.0,São Paulo,None,CLT Full,Analista,Intermediário,Nenhum,None,None,None,0.0
6206,2195.0,São Paulo,None,CLT Full,Analista,Intermediário,Nenhum,None,None,None,0.0
6207,28800.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,22.0
6207,25997.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6207,21598.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6207,14937.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6207,14617.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,5.0
6207,877.0,São Paulo,None,PJ/Autônomo,Pleno,Fluente,Básico,None,None,None,0.0
6208,28952.0,Rio de Janeiro,None,"CLT Full, PJ/Autônomo",Analista,Básico,Básico,None,None,None,0.0
6209,29302.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,None,None,0.0
6209,29208.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,Intermediário,Intermediário,0.0
6209,29164.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,None,None,1.0
6209,29103.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,None,None,0.0
6209,29098.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,Intermediário,Nenhum,0.0
6209,29055.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,None,None,0.0
6209,29053.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,Básico,None,0.0
6209,28810.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,None,None,16.0
6209,28809.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,Nenhum,Nenhum,8.0
6209,28806.0,São Paulo,None,Cooperado,Analista,Básico,Nenhum,None,Avançado,Intermediário,0.0
